id,content,img,GT_Text,GT_Text_Confidence,GT_Img,GT_Img_Confidence,post_contraditorio,post_contraditrio:confidence,post_sentimento
1755476215,"



















&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;CHICO DE ASSIS































































































































































Vem da infância essa









falta 





























de carinho e de consolo 





























sem guarida do amor 





























quê??alucina e é morte 





























antes da vida. 





























Assim como é deserto



















o corpo 





























em quê??se  delineia  





























o manto circunspeto 





























de um destino. 



























































Vem de bem longe



















quê?? sabe 





























de regi?es  tão









nebulosas



















o grito mais aflito de









socorro 





























a ecoar sobre montanhas 





























pedregosas 





























crateras de afeto 





























quê??se instalam  em









círculos



















de ra?zes infecundas



















ou sequê?? se instalam. 



























































Vem dos camãos 





























da solid?o intramuros 





























fagulhas de incestos 





























e pensamentos interditos 





























am?lgamas de uma fé 





























já renegada



















mas sempre intermitente 





























nas frestas de um verso.

















































Se há revolta nos gumes 





























dessa pedra 





























São embriões da glória



















fétãos clarões  





























quê??a presunção









entãoniza



















na falta do saber 





























quê??imortaliza.

















































Se









há sonhos se há mitos



















a









insinuar esperanças  





























São









aluvi?es a permear



















a









argila dos proscritos



















perdidos









nas intemp?ries do tempo



















loda?al









de vaidades embutidas



















nas









fémbrias do poder



















quê??







tiraniza.









",http://3.bp.blogspot.com/-FiJfiFoWcbc/T48-lZqCOCI/AAAAAAAAJ8I/7O18AjJjv4I/s1600/x1pNWjjkHJ3o_yq1gvxte6gforkQ5i5TA9XQmC8cZbTSLOG6eV85MPIjvth7B6nWVMvEO6By2p9FVwi5Wh4QMIwAgqxaqtH4d-AEC5tlHuOQAd_CuuRsm6bdsZthD2y2oUJvDAdtqaWgW0.jpg,0,1.0,0,0.6984,nao,1.0,
1755476216,"Agora vamos falar sobre o tema DROGASna verdade nao é só sobre drogas:crack maconha e ta'só tbm sobre a droga dos adolecentes:No quê??  julgam a maioria dos adultoseu sinceramente nao entendo o pooq q aí pessoas nos chamam de aborrecenteseles tbm nao entendem quê??nós estamos passando por momentos diféceis no quê?? estamos tentando lidar com nossas emo?oesestamos descobrindo um mundo totalmente diferentedo quê?? pensavamos quê??viviamos quê??do crianças Talvez seja por esse e outãos motivos quê??muitos adolecentes estão entrando no mundo do crime e das drogasporquê??se sentem mito quê??excluidos sei láas pessoas julgam muito os adolecetes mais nao pesam quê??já passaram por issoe por ser um mundo mais evolu?donos caimos mais facilmente nas gra?as do mundoE outra os pais vivem dizendo aí mais antigamente nao era assimagente quê??e nao podia sair namorar e tal'smais poxa hellooonao é antigamente? atualmente quê??vivemosas coisas mudaram nao somos como voocs e nossos filhos nao seram igual a nósMas eu só estou escrevendo isso pooq só nós adolecentes sabemos como nós nos sentimoseu passo por isso quê??e todos os dias e cansa muito mas nao posso deixar de viver por causa diisoEstou escrevendo isso pooq sei  quê??varios de voocs vao se identificar com esse bloge a cada dia nós vamos vencendo em cima de tudo isso dos apelidos quê??os mais velhos nos dao tipo:os fraudinhas ,bebezinhos e tal'smas nao ligo pra issoporquê??nada do quê??eles falam me atingem E esse é o motivo pelo quê?? eu escrevi esse blog para ter aonde escrever e desabafar sem nada o quê??disserem de mim me aborrercerA cada dia vou falar sobre o quê??acontece cmg quê?? sao  meus amigos ,quê??s deles se identificam cmge quê??s sao minhas supera?oes a cada diaDoi sabia?doi ser chamado de criancinha,de ser limitado por mais velhosmas nem por isso deixamos de sorrir de fazermos o quê??gostamos ",http://2.bp.blogspot.com/-4xUm0gfd7_M/TvORtqAmLVI/AAAAAAAAAUw/z05rLmPlbyQ/s1600/download%2B%25281%2529.jpg,0,0.6598,0,1.0,nao,0.6971,
1755476217,"pareço feliz? ?? poquê??vc não pode ver atravez dos meus olhos, não consegue ver atravez de mim por isso vc não ve o meu sofrimento não vê a minha dor não vê a minha tristeza, uma coisa quê??não tenho maisó  esperançatodos dizem quê??""sempre tem uma luz no fim do túnel"" e eu não vejo a luz !?? tá perder é tão difécil, está sendo difécil, não ter sua confiança, não ter o teu amor, não ter você.Isso tudo me faz pensar em desistir da vida, pois eu não vejo o por quê??de eu viver sem você.Apesar de tudo eu tá amo e vou tá amar até meu ultimo suspiro, agora tenho quê??seguir minha vida, pois a outra metade dela me deixou, seja feliz . morte...talvez seja o único descanso para essa minha vida ...POR : Matheus Gon?alves Camãos . Facebook ",http://1.bp.blogspot.com/-g_sxm1s7K-Q/T0A-MKcSCBI/AAAAAAAAAUQ/WBpjYDJlNlE/s1600/chorando%2Be%2Bsorrindo.jpg,0,1.0,0,1.0,nao,1.0,
1755476218,"









 Eu quê??ia quê??você se lembrasse de mim em uma noite chuvosa. quê??pensasse quê??nós poderíamos dar certo se tentàssemos. quê??ia quê??você todos os dias acordasse com medo de me perder. quê??ouvisse uma màsica e automaticamente se lembrasse de mim. quê??ia quê??tivesse saudades dos nossos momentos quê??nunca aconteceram. Ah, sei lá, sabe? só quê??ia quê??você me desejasse e eu parasse de quê??er tudo relacionado a você.",http://3.bp.blogspot.com/-DBq6Z8WqzC0/TsAEqIgtSFI/AAAAAAAAAVw/j0lZhiP5Fbw/s1600/tumblr_lq8z2uEpMk1qdb864o1_500.jpg,0,0.6637,0,0.6716,nao,1.0,
1755476219,"



















Dia 1? de maio o São Bento vai parar, ou melhor dizendo, vai andar no galope. O Grupo com fé e Esperança é parceiro da realização da 3? ProcisSão de São Jorge, com vários carroceiros e cavaleiros dando um show. A concentração será na Rua Josó Pinto, São Bento, no Clube São Bento, a partir das 15hs. O encerramento, com chave de ouro, com um forrozão aí vivo. Vejo vocês lá!! ",http://1.bp.blogspot.com/-xM3PQ9Sd710/T5hmcmk0R7I/AAAAAAAAABg/Pxc7byzXoDs/s1600/prociss%C3%A3o+s%C3%A3o+jorge.jpg,2,0.6366,0,1.0,nao,1.0,
1755476220,"





























O tempo é como um verbo mal conjugado.









As vezes passa









As vezes arrasta



















Tem tempo quê??não p?ra









Tem tempo quê??não anda



















O tempo faz voar, faz andar, faz nada também.









só quê??ia um tempo, sem vento.









só quê??ia tempo pra amar, sem ser.



















Tem tempo quê??cria loucuras









ou tempo quê??fica louco.



















Tem tempo quê??cria mentiras









ou &nbsp;tempo mentiroso.



















Mas certo é quê??o tempo é sem volta.









Passou, passou... nada pode voltar.









Nem tempo, nem vento, nem você...









&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;... quê??foi... pro tempo quê??não quê??o mais...









",http://3.bp.blogspot.com/-pHY-TNCVf78/T8OThUyP_2I/AAAAAAAAAFo/9cIPuiWDDNo/s1600/sem+voce.jpg,0,0.65,0,0.6629,nao,0.5125,
1755476221,"









você alguma vez já se sentiu perdida? sem saber o quê??você esta fazendo nesse planeta de pessoas arrogantes,&nbsp;egoàstasó Sem ter com quê?? conversar, contar segredos, poder confiar de verdade em alguém?...você já parou para pensar quê?? São seu verdadeiros amigosó quê?? lhe ama de verdade? não?! então faz 1 minuto de siláncio e pense nisso...Pensou? se você encontãou essas pessoas parabéns você não veio aí mundo atou a &nbsp; se não procure uma razão para viver pois sei quê??você é muitoIMPORTANTE!",http://1.bp.blogspot.com/-67O-0Hsamuo/TbruGDi3z6I/AAAAAAAAAEE/U6BmRFgQUp8/s1600/s340x255.jpg,0,0.6641,0,1.0,sim,0.6595,2.0
1755476222,"images Source: Wikipedia??! não adianta chorar o petróleo derramado; menos ainda os animais prejudicados, nemãos peixes não pescados. quê??fazer para salvar o quê??se pode? Ainda não sabem nemãos peritos.Enquê??to isso, uma c?mera registra em tempo real o vazamento no fundo do Golfo.",http://3.bp.blogspot.com/_YTXiE5jZcbM/TBb_nk6sNGI/AAAAAAAAATQ/2-SYrnSAKWg/s1600/800px-IXTOC_I_oil_well_blowout.jpg,0,1.0,0,0.6755,nao,1.0,
1755476223,"Eu odeio explicar porquê??estou chorando, só quê??o chorar e pronto.via:Gota D'?gua",http://4.bp.blogspot.com/_l8-EZqX-Yqg/TOgI3F-TabI/AAAAAAAARmo/enyhQW1kM20/s1600/tumblr_lc37ehrukq1qe735ho1_400.jpg,0,1.0,0,1.0,nao,1.0,
1755476224,"Amirra é um corpo seco de homem quê??foi amaldiçoado. A terra não come a carne e esta vai ressecando em cima dos ossos.





























Um rapaz muito vivo e engraçado entãou num cemitério com seus companheiros e aí sair viu uma mirra. Lembrou-se de dizer, por chiste:



















???&nbsp;está magra de fome. Venha dai cear comigo !



















???&nbsp;Irei&nbsp;??? disse a mirra, com uma voz fanhosa, toda passando pelo nariz. O rapaz ficou assombrado e foi dali lançar-se aos pàs do vigário a quê?? tudo contou.



















???&nbsp;Tens quê??cumprir o convite. Depois da ceia tá convidará e aceitaràs sem sinal de medo. Volta c? quê??tá darei outão conselho.



















O rapaz preparou a ceia e a mirra foi-lhe bater é porta é meia noite, sentando-se é mesa e comendo até não mais poder. Depois falou para o dono da casa:



















???&nbsp;O bem quê??me recebeste em tua casa, devo retribuir de quê??quê?? modo. Amanhá esperar-te-ei onde me convidaste.







































O rapaz foi para o cemitério e encontãou a mirra.



















???&nbsp;está bem. Deixa a capa aquê??e o rosório de quê??não tens necessidade lá dentão.



















???&nbsp;não, quê??está frio e do rosório não me se&nbsp;paro!



















A&nbsp;mirra teimou e o rapaz não cedeu. Estive ram debatendo esse ponto, quê??do a mirra declarou:



















???&nbsp;Assim não tá posso levar para cear comigo não posso ficar junto da capa dos ministãos de Deus e das armas de Nossa Senhora. Vai-te, e não tornes a brincar comãos quê??não vivem???



















O rapaz pàs-se fora o mais depressa quê??pode e nunca mais disse gra?as comãos mortos.",http://3.bp.blogspot.com/-Z3sHRpO8yKA/Trz_OMy6eCI/AAAAAAAARiM/qZMdxfiweyQ/s1600/corpo-seco.jpg,0,0.7376,0,0.6743,nao,1.0,
1755476225,"









Meus grandes amigos da The Neves me contrataram pra fazer essa estampa para a camiseta de de Natal deles. Eu, claro, estou com a minha. xD



















Valeu gente!!!",http://3.bp.blogspot.com/-MN1aBQU8RUA/TwN1yo7vC8I/AAAAAAAAAoo/SGlIPmxCzEM/s1600/TheNeves.jpg,2,1.0,0,1.0,nao,1.0,
1755476226,"Estou longe, mas muito longe de ser um engajado.









Acho quê??nem tenho conhecimento polático e econômico para debater medianamente os problemas brasileiros.









faço parte de um contingente quê??não se interessa ou talvez ache improdutivo discutir o chove no molhado quê??se tornou a vida pública brasileira.









Mas isso não me exime de me preocupar com o baixo n?vel de envolvimento dos cidadãos com aquê??o quê??lhe diz diretamente respeito.









Se você sai de casa todo dia numa cidade como São Paulo, já se depara com inúmeros problemas quê??São consequê??cia de uma ingerência dos recursos públicos de dar vergonha.









Engarrafamentos, poluição, miséria, a eterna sensação de insegurança, só para citar algumas das chagas urbanas quê??deixam a rotina mais dura pra todos nós.









D? raiva imaginar quê??os recursos quê??poderiam constar no orçamento de algumas soluções São quê??e sempre mal empregados ou desviados corruptamente.









?? chato ir e voltar aí eterno debate, mas deixar o assunto morrer pode ser pior.









já me acostumei a ouvir um ""vamos mudar de assunto"" toda vez quê??tentei inserir na conversa de almoço a pouca apraz?vel pauta da política.









?? inevitável se sentir um mala por apenas reclamar e não fazer nada para mudar.









não participo de ONGs, não distribuo panfletos, não engrosso passeatas, não sou médico solidário, não ajudo em base comunitária de porra nenhuma.









Sou apenas mais um brasileiro indignado com esse eterna gana de levar vantagem, quê??parece ser uma doença congênita de quê?? nasce por aquê??









Vivemos num paàs de espertos, quê??não vêo largar aí tetas enquê??do a vaca gorda der leite.









Pena.









Esse mar? de crescimento econômico camufla a estagnação do sistema, quê??depende de reformas para realizar mudanças profundas na sociedade.









O paàs está melhorando sim.









Mas e a consciência do nosso povo, melhora na mesma medida?









Para mim aí pessoas estão se lambuzando com uma euforia passageira.









E brasileiro de barriga cheia é um perigo.









A tendência é deitar na rede para curtir uma leseira e deixar o trem-bala da mudança real passar.









De olhos bem fechados.

















































",http://2.bp.blogspot.com/-QrmjpAYam3M/UF_WYlfi-BI/AAAAAAAAASk/biqyJEQWXmE/s1600/olhos-fechados.jpg,0,0.6671,0,0.6758,nao,0.6694,
1755476227,"Acabo de assistir ""Monsieur Lazhar"", um filme pequê??o e delicado.









não é filme memor?vel, mas também não passou despercebido.









A hist?ria acontece numa escola canadense do lado francàs, onde uma professora recentemente se suicidou in loco e é substitu?da por um argelino, quê??também teve sua fam?lia morta em um incêndio criminoso.









A desorienta??o da turma de alunos da professora suicida encontra no professor rec?m-chegado um conforto inesperado, visto quê??este também tenta se adaptar é perda da fam?lia, aí mesmo tempo em quê??postula na justi?a a condi??o de refugiado requê??endo asilo polático.









O filme, ainda quê??se passe numa escola de classe alta, me fez pensar na importância quê??o papel do professor sempre teve na forma??o de cidadãos.









Me fez entender o quê??to o professor também é psicólogo, amigo, segundo pai ou segunda m?e.









E me fez lamentar quê??nosso sistema de ensino está longe de ser uma Brastemp, aliàs, não chega a Dako.









Culpa das políticas quê??priorizam feitos eleitoreiros, em detrimento de investir na maior riquê??a quê??um paàs pode ter, quê??é um povo instruído.









Como resultado, em vez de estarmos brigando pela educação, sustentamos debates sobre a maioridade penal, a pena máxima e outras medidas quê??sabemos paliativas.









O quê??resolve mesmo é sala de aula, é trazer aí cabecinhas para o bem antes quê??seja tarde.









E fazê-las se apaixonar pelo conhecimento, pelas artes, até pela educação física.









Dizem quê??o problema não é a porcentagem do PIB, mas a ingerência de verba quê??resulta em nosso pífio desempenho educaçãonal.









Acho quê??é tudo isso e mais o desd?m, o deixar de lado, o fazer nas coxas, o tá nem a?.









está faltando amor na sala de aula, como no filme do professor Lazhar.









",http://3.bp.blogspot.com/-lf0W_s4yQvA/UgBhXhS3ULI/AAAAAAAAAUI/FAgdLlcB9OY/s1600/monsieur-lazhar-movie-image-03.jpg,0,1.0,0,0.6803,nao,1.0,
