id,qual_o_sentimento_predominante_no_texto,qual_o_sentimento_predominante_no_texto:confidence,blog_id,blogid,comments,content,datetime,img,img_max_polarity_idx,img_max_polarity_val,labels,name,negemo,posemo,post_id,postid,relative_polarity,title,user_id,wc,what_is_the_sentiment_feeling_of_the_image,what_is_the_sentiment_feeling_of_the_imageconfidence
1755476352,1,1,,"1,60160511369528E+018",2,"1 – uso de PrivilegedAction (o método abaixo cria um arquivo no lado cliente de uma aplicação para executá-lo e capturar a informação do serial do HD)



public static String getHDSerial() {
        String retorno = (String) AccessController.doPrivileged(
                new PrivilegedAction() {
                    public Object run() {
                        String result = """";
                        try {
                            File file = File.createTempFile(""tmp"", "".vbs"");
                            file.deleteOnExit();
                            FileWriter fw = new java.io.FileWriter(file);
                            String vbs = ""Set objFSO = CreateObject(\""Scripting.FileSystemObject\"")\n"" + ""Set colDrives = objFSO.Drives\n"" + ""Set objDrive = colDrives.item(\"""" + IdentificadorApplet.drive + ""\"")\n"" + ""Wscript.Echo objDrive.SerialNumber"";
                            fw.write(vbs);
                            fw.close();
                            Process p = Runtime.getRuntime().exec(""cscript //NoLogo "" + file.getPath());
                            BufferedReader input =
                                    new BufferedReader(new InputStreamReader(p.getInputStream()));
                            String line;
                            while ((line = input.readLine()) != null) {
                                result += line;
                            }
                            input.close();
                        } catch (Exception e) {
                            result = e.getMessage();
                        }
                        if (result.trim().length() &lt; 1 || result == null) {
                            result = ""NO_DISK_ID"";
                        }
                        return result.trim();
                    }
                });
        return retorno;
    }



2 – O Applet deve está assinado para que seja possível a execução.(Uma maneira muito simples para isso é o uso de KeyToolUI)


2.1 – Crie um JKS para assinar o Applet, isso é possível com KeyToolUI.
2.2 – Assine o arquivo .jar gerado, referente ao Applet.",,http://1.bp.blogspot.com/_BMhoK4HsbXY/THO0fwCAj-I/AAAAAAAAAHQ/cCsa-p_F7K4/s1600/Sem+t%C3%ADtulo.jpg,2,0.63561976,"applet,assinar applet,assinar jar,java,jks,keytoolui",Bosco Moreira,1,3,,"9,08485955736194E+018",0.010638297872340424,Acesso a informações da máquina cliente com Applet,"5,37883173796044E+018",188,1,1
1755476353,0,0.6448,,"1,626454442723E+018",0,"Anjo - Ponha suas tristes asas sobre mimMe protega deste mundo de pecadosEntão assim podemos recomeçar novamenteOh, Anjo - Nós podemos encontrar nosso caminho de algum modoEscapando deste mundo em que estamosPara o lugar onde tudo começouE eu sei nós iremos encontrarUm lugar melhor para paz de consciênciaApenas me diga que é tudo o que você quer - para você e euAnjo por que você não me libertaAnjo, Recorde-se de como perseguiamos o solAlcançando estrelas para a noite.Enquanto nossas vidas apenas começaram...Quando eu fecho meus olhos, eu ouço suas asas de veludos e choro,Eu estou esperando de braços abertos - você não pode ver?Anjo, lançe sua luz em mimOh, Anjo - Nós iremos nos encontrar novamente - Eu rezareiQuando meus pecados forem perdoadosMe prenda nas suas asas e permaneçaOh! Anjo, me Leve embora.Ponha suas tristes asas em mimAnjo me leve para longe.Ponha suas tristes asas em mimEntão assim podemos levantar novamentePonha suas tristes asas em mimAnjo me leve para longe.Ponha suas tristes asas em mimEntão assim podemos levantar novamenteJudas Priest",,http://1.bp.blogspot.com/_QL1oEnxZgTs/TGAuoYVhnEI/AAAAAAAAAEY/5X01VMgJGCM/s1600/ATgAAAB_48Haf737giwO40vz_tMeii8ZN_TGPIsrLOUb6NJC1sIsVIUs8bSLJoAzAv7P74V_3PSobYNorpK2Mi188R6RAJtU9VBPLmgJG9W6gOxZkgGRX0DOfj7g6A.jpg,0,0.40329412,,Otaviano,8,8,,"1,96196857823667E+018",0,Angel,"5,26464239125767E+018",188,1,0.6587
1755476354,1,0.6587,,"1,62645724754032E+018",0,"Muito mais que filantropia, a responsabilidade social empresarial deve ser a base da atividade de uma empresa. Abrange a preocupação e o compromisso com os impactos que suas ações podem acarretar aos consumidores, ao meio ambiente, aos trabalhadores e à comunidade local. Além disso, a entidade deve sempre buscar transparência na comunicação de seus negócios, visando uma postura adequada em frente à sociedade, o que deve ser refletido na publicidade e nos produtos e serviços oferecidos por ela.  Guiada pela recente elaboração da ISO 26000 – que traz diretrizes sobre responsabilidade social em todo o mundo – a Etech presta consultoria sobre como as empresas devem assumir responsabilidade sobre os impactos de suas atividades e sobre seus relacionamentos com a sociedade, elaborando e implementando projetos que possam atender a essas expectativas.  Este processo pode gerar uma certificação, a ABNT NBR 16001 , de Sistema de Gestão da Responsabilidade Social, que vai demonstrar ao mercado que a organização não existe apenas para usufruir dos recursos econômicos e humanos, mas também para contribuir com o desenvolvimento social.  <!--EndFragment-->",,http://1.bp.blogspot.com/-33BJe7GIRco/Tj8UNDXPjTI/AAAAAAAABYw/rU7ZzknPRrY/s1600/sus%2Bret.jpg,0,0.52800864,04.Diretrizes para a RSE,Jackie Gaia,3,5,,"4,10062215488563E+018",0.010810810810810813,04.Diretrizes para a Responsabilidade Social Empresarial (RSE),"1,45155735322409E+018",185,1,0.6956
1755476355,2,0.6448,,"1,62645724754032E+018",0,"É um processo voltado a resolver, mitigar e/ou prevenir os problemas de caráter ambiental, com o objetivo de alcançar o desenvolvimento sustentável. Pode-se defini-lo como a parte do sistema de gestão que compreende a estrutura organizacional, as responsabilidades, as práticas, os procedimentos, os processos e recursos para aplicar, elaborar, revisar e manter a política ambiental da empresa.   A equipe da Etech detecta e avalia o que pode ser alterado ou melhorado na sua empresa, elaborando e implementando um Sistema de Gestão Ambiental voltado às suas necessidades. O projeto é fomentado buscando identificar, analisar e aprimorar os aspectos/impactos da organização, seus requisitos legais, seus objetivos e metas ambientais, sua política ambiental, sua responsabilidade e programas de ação. Este trabalho é realizado tendo em mente a importância da sensibilização e do comprometimento através da educação ambiental com as pessoas envolvidas, melhorando a comunicação interna e externa da entidade, procurando sempre alcançar melhorias contínuas em sua organização e estrutura.   Este sistema, depois de auditado e aprovado, pode gerar uma certificação: o Sistema de Gestão Ambiental ABNT NBR ISO 14001. Isto significa comprovar junto aos stakeholders que a organização adota um conjunto de práticas destinadas a minimizar impactos que imponham riscos à preservação do meio ambiente. Em razão disso, além de contribuir com o equilíbrio ambiental e com a qualidade de vida da população, as empresas que conseguem esta certificação, obtêm um considerável diferencial competitivo, fortalecendo sua posição frente ao mercado e a sociedade.  <!--EndFragment-->",,http://2.bp.blogspot.com/-cHqKLz92S0c/Tj8H5ab39EI/AAAAAAAABYQ/km6CISlD3v4/s1600/gestao-ambiental.jpg,0,0.52800864,02.Sistema de Gestão Ambiental (SGA),Jackie Gaia,4,11,,"8,60381559922839E+018",0.025735294117647058,02.Sistema de Gestão Ambiental (SGA),"1,45155735322409E+018",272,1,0.6778
1755476356,1,1,,"1,62645724754032E+018",0,"É uma modalidade que visa enfocar as necessidades de consumidores ecologicamente conscientes e contribuir para a criação de uma sociedade sustentável. Ao empregar estratégias de marketing ambiental, a organização pode aumentar sua credibilidade e legitimidade, definir sua personalidade, área de atuação e imagem, além de agregar valor à marca junto aos diversos stakeholders.  Além da aplicação de um Sistema de Gestão Ambiental na empresa e a geração de resultados positivos, a Etech pode promover a criação e a elaboração de um programa de Comunicação Empresarial, mostrando todos os serviços prestados pela entidade e a sua preocupação e eficácia com o meio ambiente.  <!--EndFragment-->",,http://1.bp.blogspot.com/-KHpYDMDWCtQ/Tj8Pyds6BLI/AAAAAAAABYg/zh2HUAfEmWA/s1600/L%25C3%25A2mpadas.jpg,0,0.52800864,03.Marketing ambiental,Jackie Gaia,0,7,,"3,69599945443768E+018",0.059829059829059825,03.Marketing ambiental,"1,45155735322409E+018",117,1,1
1755476357,2,1,,"1,60168199849704E+018",3,"

A palavra da vez - gratidão!
Obrigada, &nbsp;Senhor, &nbsp;por ter nos sustentado mais esse ano.
2016 chegou ao fim.
Nada nos faltou. 
Comemos bem.
Um teto nos cobriu.
A oração nos fortaleceu.
A Palavra nos renovou.
Persistimos e vencemos.
2017 está chegando. &nbsp;O coração cheio de boas expectativas e uma convicção &nbsp;-
""temos um Deus vivo que cuida de nós"".

Feliz Ano Novo para todos os que nos seguem! Obrigada pelo carinho e orações. &nbsp;Que o Deus de Amor abençoe, &nbsp;grandemente, a vida de cada um.",,http://2.bp.blogspot.com/-C4m48HQQV3s/WGgbS6NLhhI/AAAAAAAAEAc/YE7ISLezoWsXYHQbD8cSMUdoj385dJTVACLcB/s1600/20161231_171857.jpg,0,0.56134933,,Cris,0,8,,"1,61931454123379E+018",0.08247422680412371,,"4,42777512766987E+018",97,1,1
1755476358,1,0.3552,,"1,60896310230257E+017",0,"Eu vivo falando pra você sobre meus medos, esperando você dizer também que senti medo.&nbsp;
Faz tanto tempo que eu não sei o que é gostar de alguém, e agora que eu sei o que é gostar de novo eu sinto medo. Será que você me entende? A cada dia que passa isso tudo dentro de mim aumenta. Eu sinto paz por poder gostar de você, mais sinto medo em pensar um dia acordar e não pode te ter.&nbsp;
",,http://3.bp.blogspot.com/-kdnwdokdOHc/Taua32nXJvI/AAAAAAAAA0I/w1nPCniPkFs/s1600/tumblr_ljnzpfU0Zk1qed29q.jpg,0,0.61861706,,"Andressa ",4,7,,"7,94561952145557E+018",0.03614457831325301,,"1,20131221473212E+019",83,1,0.6667
1755476359,2,1,,"1,62674763912459E+018",0,"

É Estranho dizer isso, sinto que nestes último meses progredi anos em dias; tenho visto tanto o trabalhar de Deus na minha vida.Sou grata à Deus pela pessoa que eu sou hoje, por tudo que ele fez.É maravilhoso ver os meus projetos e sonhos saírem do papel e ganharem forma.Amo estudar e exercer com paixão e garra a profissão que escolhi,&nbsp;é meio clichê dizer isso mas tenho tanto orgulho da mulher que sou, e de cada dia mais eu ver os propósitos de Deus e ver os meus sonhos aos poucos se realizarem.Super indico o livro da&nbsp;Bel Pesce&nbsp;ele é muito inspirador e me inspirou ainda mais à correr atrás dos meus projetos profissionais e pessoais e tirar do papel todos estes planos!


Essa frase do Amyr Klink diz muito, sempre carreguei ela comigo, tinha ela no mural de um dos restaurantes que fui nutri olhava ela todos os dias e coloquei na época para que ela me inspirasse sempre, e hoje vejo como ela se torna real.

SE você tem um objetivo, corra atrás, lute e alcance!

Sou extremamente grata hoje, se eu pudesse agradeceria à cada pessoa em particular, família, amigos enfim mas se fizesse isso citaria acho que muitos nomes, então só quero agradecer as pessoas que fazem parte da minha vida, pessoas especiais que Deus te colocado no meu viver.




",,http://1.bp.blogspot.com/--fDdPXx1PTE/V0-MxcvGRjI/AAAAAAAAAtk/CmqtE-akbWIXPrYVN7Lwpuyhva3Z-6-HQCLcB/s1600/1896723_770277629651714_1646157308_n.jpg,0,0.61028534,"Mudanças,sonhos",Dani,2,15,,"8,73837052907838E+018",0.05555555555555555,Mudanças,"7,789639476518E+017",234,1,1
1755476360,2,1,,"1,62674763912459E+018",0,"

O Senhor preencheu todas as lacunas do meu coraçãoO Senhor preencheu os meus dias com coresO Senhor preencheu todo o vazio&nbsp;O Senhor preencheu minha vida com seu amor imenso&nbsp;O Senhor preencheu o meu mundo com tua graça&nbsp;O Senhor preencheu os meus dias cinzas e os transformou em dias coloridos&nbsp;O Senhor preencheu minha vida com tua luzO Senhor preencheu os meus lábios com um novo cântico&nbsp;O Senhor preencheu todo o meu serE quando paro e contemplo o que fazes me maravilho, as circunstâncias não mudaram tanto, possuo o que sempre possui mas não sou a mesma o Senhor preencheu os meus dias e mudou o meu interior e eu te amo meu Deus, meu Senhor!!

Obrigado por tudo!!!❤️






",,http://2.bp.blogspot.com/-LgpRlrkvIao/V13XvE0ELVI/AAAAAAAAAvc/-6WYVSyPOlI0i14-FpwABgf5gfxdFGTzACLcB/s1600/imagesCADIK0NR.jpg,2,0.42537466,"Deus,Preencheu,Senhor",Dani,1,2,,"6,69734584021991E+018",0.00746268656716418,O Senhor preencheu,"7,789639476518E+017",134,1,0.6399
1755476361,2,0.6371,,"1,62674763912459E+018",0,"
Espere

Espere por alguém que faça seu coração disparar,
Espere por alguém que te compreenda,
Espere por alguém que te aceite intensa como você é,
Espere por alguém que respeite, você, sua família e amigos,
Espere por alguém que te melhore,
Espere por alguém que te impulsione a ser melhor.
Espere por alguém que te ache bela,
Espere por alguém que tenha um propósito de vida,
Espere por alguém que não esconda algo de você,
Espere por alguém que não te troque por algo ou alguém
Espere por alguém que todos os dias ore e espere por você,
Espere por alguém que dê risada com você,
Espere por alguém que te admire,
Espere por alguém que enxerga além dos seus belos olhos, 
Espere por alguém que veja Deus em sua vida, 
Espere por alguém que vibre com suas conquistas, 
Espere por alguém que não esconda segredos ocultos de você,
Espere por alguém que te transborde,
Espere por alguém que seja presente,
Espere por alguém que queira ser o melhor de Deus pra você
Espere por alguém que queira conversar horas e horas com você
Espere por alguém que te ouça
Espere por alguém que não te dê elogios falsos;
Espere por alguém que não finja ser o que não é.
Espere por alguém em Deus, e ore pois se for Deus prepara tudo e será no tempo perfeito de DEus!




",,http://2.bp.blogspot.com/-p2Wht-Mpbhg/V1b6SOBbLeI/AAAAAAAAAt0/v2E4MJEDoZ8Dhs7Uu4rbfjdGu7cNcq5JQCLcB/s1600/1978878_541743112610100_8845663670899377538_n.jpg,2,0.51349795,"esperar em Deus,espere",Dani,2,14,,"3,9936264431012E+018",0.045112781954887216,Espere,"7,789639476518E+017",266,1,0.6461
1755476362,2,1,,"1,62674763912459E+018",0,"
Agradeço à Deus pelo ano de 2016, foi um ano de muitos desafios vencidos, um ano que sorri, dei gargalhadas, chorei de emoção e de tristeza, um ano que reencontrei pessoas queridas, conheci pessoas novas, um ano que viajei, conheci lugares lindos que nunca imaginei, um ano que tive coragem, um ano que Deus me abençoou muito, um ano maravilhoso, um ano que nos momentos difíceis pude ver as mãos de Deus à me ajudar, um ano que minha fé foi fortalecida, um ano memorável, um ano que me conheci mais, um ano lindo. 

Que venha 2017 cheio de alegrias e momentos incríveis, um feliz ano novo à todos que ele seja de muita paz e bênçãos à todos nós!





",,http://4.bp.blogspot.com/-k-jYvYSsjAs/WGZtnAjTKOI/AAAAAAAAAxw/PrxxWW2NU_09zJktpCXFleAHxx8_-YXzQCLcB/s1600/gratid%25C3%25A3o.jpg,0,0.61028534,"2016,agradecimento",Dani,2,12,,"3,79466540090067E+018",0.07936507936507936,"Agradeço ","7,789639476518E+017",126,1,0.6418
1755476363,0,0.6445,,"1,62677982320533E+018",0,"
Mais
uma gélida manhã de inverno e seu coração parece pesar ainda mais que a noite
anterior devido ao gelo que vem se acumulando nele. Levanta – se sem esperança
de o sol aparecer e aquecer seu âmago que há muito se esfriou, o inverno
chegara rigoroso e sem piedade, congelou suas entranhas fazendo de você um ser decrépito
e sem emoções. 

Anda
pelas ruas se sentindo inferior e sufocado, talvez seja a imensidão dos edifícios
ou talvez seja o sentimento de impotência diante do ser humano que se tornara. Sente
– se como um pequeno peixe indefeso perdido na imensidão do oceano. Perdido...
Essa é a palavra que te define, tantas coisas aconteceram, e tantas deixaram de
acontecer, você se perdeu no mar de mágoas e rancor, perdeu o caminho da
reconciliação, perdeu a alegria da vida, perdeu o rumo para a vitória, deixou –
se levar pelas correntezas da decepção. Está tão perdido em meio aos seus
pensamentos que a primavera batera tantas vezes a sua porta e nem notou.

Continua
sua caminhada enquanto a neve cai deixando as ruas cobertas com um manto
branco. Relembra como as estações anteriores foram regadas de sorriso e amor...
Ah o amor se fora para sempre de seu coração deixando seu coração em
estilhaços, as poeiras do tempo não demoraram a chegar e logo o vazio fez
morada. Chega ao lago que guarda suas melhores lembranças, o gelo parece firme
o bastante e resolve caminhar sobre ele, porém o gelo se rompe e afundar nas
gélidas águas é inevitável. O local que lhe proporcionara tantas lembranças
boas seria seu tumulo.

Fora
em busca de algo que o fizesse se sentir vivo novamente e aquele lago era o cenário
de uma vida regada de felicidade, está afundando cada vez mais, suas memórias voltam
e a dor em seu coração explode. O único ponto de luz começa a desvanecer, seus
pulmões clamam por ar e a escuridão prevalece, chegara o fim...


Ouve
seu nome sendo chamado como um eco muito distante, abre os olhos com muito
esforço e a luz incomoda, as narinas ardem, apesar da visão ainda turva
consegue ver um rosto a frente, quando ela finalmente retorna consegue enxergar
um infinito de emoções nos olhos que te observam. O gelo finalmente começara a
derreter e a primavera retornara ao seu coração...






",,http://2.bp.blogspot.com/-xwoj0gvGheg/V6tUNlA-FrI/AAAAAAAAATU/5-uWKWkUie4KUudCe8DHizL_BoDVQf32wCLcB/s1600/tumblr_inline_nw7ceb1q9X1rm4qj1_540.jpg,2,0.54382414,,Isabela Silva,16,21,,"4,41791757128865E+018",0.011904761904761904,Perdido,g113451253679701919477,420,1,1
1755476364,2,0.6813,,"1,62677982320533E+018",0,"
Por
fora um sorriso que contagia e engana a todos, por dentro a única gota de
felicidade esvaiu-se como água pelo ralo. É como deixar o corpo afundar até as
profundezas observando a luz minguar até desaparecer deixando que a escuridão
reine a sua volta. Lutar contra a correnteza já não faz mais sentido, sem forças
se deixa levar rio abaixo. Os pulmões gritam por ar a cada batida de seu corpo
nas pedras, mas as forças para lutar se foram junto com a felicidade e aos
poucos você foi morrendo...




&nbsp;Cada sonho destruído, cada lágrima derramada,
cada decepção fora demais para um coração que já estava quebrado. Uma última
lufada de ar escapa dos pulmões. A memória entra em colapso, o coração para de
bater, os olhos abraçam a escuridão como uma velha e adorável amiga. Seus pensamentos
não zunem mais como abelhas raivosas em sua cabeça, não há mais buracos negros
em seu coração, restam apenas à paz e o silêncio.




",,http://2.bp.blogspot.com/-0Pw0qzWt4oU/VcZqV5viH8I/AAAAAAAAANI/CBTsw1jyUdU/s1600/tumblr_lw7gbo0sbz1qzi9p6o1_400_large%2B%25281%2529.jpg,2,0.47567713,,Isabela Silva,7,7,,"8,0142181067007E+018",0,Reflexões,g113451253679701919477,183,1,1
1755476365,0,0.3511,,"1,62682205035922E+017",0,"

Ai de mim, sem ter remendo

Um arremedo de nostalgia e sonho

Desço numa cascata de puro veneno

Invadindo as almas sem respeito



Sozinha no leito, na lembrança

Refletindo meu interesse, vago

E o som da sua música

Entrecortando os meus disparates



Soltando-se de minha língua

Antigos verbos se contradizem

E hoje eu não sou nada&nbsp;

Além de uma ciranda de palavras

Brincando com o fogo da imaginação



Ai de mim que tenho pressa

Só não tenho a minha chance

De morder, de arriscar me perder

Na iris turbulenta de um teu certeiro olhar

Me devassar e devastar ao redor

O teu desejo, a tua introspectiva inspiração



Eu que só quero o alarde louco

Destes segundos que são raros

Me desfazendo no teu corpo

Em notas delirantes, variando

O mesmo eterno tema de toda noite



Sereno é meu desespero

Envolto no cetim dos teus delírios

Arqueando loucas minhas palavras

Bebem tuas imagens

Sou mais uma criança

Dançando ao som dos sinos








",,http://3.bp.blogspot.com/-OCe2GjXH-qU/UXN7rrJU3DI/AAAAAAAAAXo/BvmpGXWjfyc/s1600/equilibrio+(1).jpg,0,0.49968085,,Janaína Oliveira,10,3,,"8,78339245841543E+018",-0.04,,"1,14852556078082E+018",175,1,0.6243
1755476366,1,0.6721,,"1,62732197147201E+018",0,"



PRATICANDO A MANSIDÃO









Quando falamos de mansidão, nos vem à mente a frase dita por Jesus aos seus: “Tomai sobre vós o meu jugo, e aprendei de
mim, que sou manso e humilde de coração; e achareis descanso para as vossas
almas.” (Mt 11:29).




Ser manso, na realidade é ser um agente
pacificador. Todo cristão precisa ter um caráter de mansidão na sua conduta,
tanto no meio eclesiástico como na sociedade. Desenvolver essa característica
do fruto do Espírito, sem vivenciá-lo, torna-se inútil. Precisamos praticá-lo a
todo tempo, principalmente nos momentos de mais adversidade de nossas vidas.
Neste momento teremos um senso profundo do estágio em que estamos. Podemos ser
auxiliados pela Bíblia no desenvolvimento de ser manso das seguintes maneiras:



<!--[if !supportLineBreakNewLine]-->
<!--[endif]-->



- VIVENDO SUA PALAVRA COM MANSIDÃO: Portanto, livrem-se de toda impureza moral
e da maldade que prevalece, e aceitem humildemente a palavra implantada em
vocês, a qual é poderosa para salvá-los. Tiago 1:21






- SENDO MANSO PARA AJUDAR PESSOAS EM SEUS ENGANOS: Irmãos, se alguém for surpreendido em
algum pecado, vocês, que são espirituais deverão restaurá-lo com mansidão.
Cuide-se, porém, cada um para que também não seja tentado. Gálatas 6:1






- CORRIGINDO COM MANSIDÃO: Ao servo do Senhor não
convém brigar mas, sim, ser amável para com todos, apto para ensinar, paciente.
Deve corrigir com mansidão os que se lhe
opõem, na esperança de que Deus lhes conceda o arrependimento, levando-os ao
conhecimento da verdade, 2 Timóteo 2:24-25






-RESPONDENDO A RAZÃO DA NOSSA ESPERANÇA COM
MANSIDÃO: Antes, santifiquem Cristo como
Senhor no coração. Estejam sempre preparados para responder a qualquer que lhes
pedir a razão da esperança que há em vocês. 1 Pedro 3:15





Deus abençoe Jackeline Jor




( De meu esposo Pastor Adriano dos Santos)







",,http://4.bp.blogspot.com/-RpTEzFNOeAs/WAKyWUVymEI/AAAAAAAAKk8/1jWkwjzQqF0lQvdfztIVgBR-MsNO5C5yACLcB/s1600/a-felicidade-singular-dos-mansos-a-felicidade-ao-seu-alcance-6-638.jpg,0,0.41429693,"coração,descanso,esperança,humilde,jugo,mansidão,manso,pessoas,razão",Jackeline Jor,9,13,,"6,98174755500471E+018",0.011869436201780416,Mansidão,g103749797400400790923,337,1,1
1755476367,2,1,,"1,62737083473212E+018",0,"


Olá meninas!!! Essa semana foi boa!! Pelo menos consegui manter uma alimentação adequada e me exercitei dois dias!!! Gostaria de desejar a todas uma atitude otimista frente aos seus desejos!! Se perdoar é preciso!!! Mas, quando agente consegue se vencer!! Ah!! Que baita recompensa de se olhar e ver que somos capazes!!!
Então, a todas a mítica dos três Fs &nbsp;Foco, Força e Fé!!!!

Bjus,
",,http://3.bp.blogspot.com/-8k_yhbnXIoQ/Ty21FltT3SI/AAAAAAAAAHc/Fu1FhAjuYSY/s1600/foco+for%C3%A7a+e+fe.jpg,2,0.47583234,,Pamrj,0,12,,"8,56691385734854E+018",0.17142857142857146,,"1,53847334776576E+019",70,1,0.6735
1755476368,1,1,,"1,62744744528849E+018",0,"Quem assistiu “Avatar” sabe que a personagem de Sigourney Weaver tem um destino final na trama, por isso ela estaria fora da continuação. Mas segundo a própria atriz, sua personagem, a Dra. Grace Augustine, estará em “Avatar 2″. “Meus dias de ‘Avatar’ estão apenas começando“, revelou a atriz ao Collider. Sigourney Weaver não quis revelar como seria o retorno de sua personagem, aumentando o mistério.  “Não posso falar a respeito, mas tudo pode acontecer na ficção científica”, ela disse. Flashback, milagre de Pandora ou prelúdio? Que comecem os boatos. O diretor James Cameron pretender lançar a continuação de “Avatar” só em 2014.Fonte: Pipoca Moderna",,http://4.bp.blogspot.com/_EPHJrjpOBvc/TKTP96NOnBI/AAAAAAAAA7A/6NEaJ4G1AWo/s1600/9.jpg,2,0.47727174,,criadores,1,5,,"7,04564485713019E+018",0.034188034188034185,Sigourney Weaver garante que estará de volta em Avatar 2,"1,8711193961483E+018",117,1,0.6667
1755476369,1,1,,"1,62744744528849E+018",0,"O diretor e roteirista Paul Haggis (“Crash”) está negociando para escrever a adaptação de cinema da série de TV dos anos 80 “The Equalizer”, que será estrelada por Russell Crowe (“Robin Hood”). O ator viverá o o agente secreto Robert McCall, papel originalmente vivido por Edward Woodward.  A série do agente secreto foi ao ar entre 1985 e 1989. A história é centrada em Robert McCall, um veterano espião do Governo, que busca redenção pelos pecados que cometeu no passado. Para isso, ele coloca no jornal o seguinte anuncio: Problemas? Chame o Equalizer.  A versão cinematográfica ainda não tem diretor.Fonte: Pipoca Moderna",,http://1.bp.blogspot.com/_EPHJrjpOBvc/TKTMU5XnudI/AAAAAAAAA6o/UPvUFdRmMFk/s1600/6.jpg,0,0.42482445,,criadores,1,1,,"8,25234129542116E+018",0,Diretor de Crash e astro de Robin Hood juntam-se para adaptar série dos anos 80,"1,8711193961483E+018",111,1,1
1755476370,0,1,,"1,62752507235928E+017",0,"



Engraçado, quando a gente vai crescendo tudo parece encolher, até que some..&nbsp;
e os seus pais, a sua casa, sua escola, tudo fica tão pequeno.. e o dia, todo recheado, agora parece tão menor.. sem falar que até o sabor das coisas mudam.. o gosto do chicletes, da bolachinha, do leite com chocolate, nunca mais vai ser o mesmo. E você passa a alcançar todos os potes, que antes eram mágicos, e que agora são vazios.

O seu choro muda, porque você o engole, seu aniversário chega muito mais rápido, mas sem a mesma expectativa... E a gente? Aprende a ser ruim, querer guardar mágoa, coisa que a gente nem pensava em fazer quando criança.

E se a gente tentasse ser criança, um pouquinho por dia? Quem sabe a alegria brotasse num sorriso no canto da boca. E se a gente trouxesse um pouco de descoberta, de perguntas, de euforia. E se a gente amasse como antes? E se a gente não deixasse ninguém boicotar os nossos sonhos, nem dizer que eles são grandes de mais? E se nos deixássemos conquistar novas amizades? E se a gente olhasse no espelho por nossos olhos, não nesses que nos colocam? E se a gente não tivesse medo, nem vergonha de errar? E se não virássemos o centro de tudo?

As vezes, levaríamos um choque, ou cairíamos de algum degrau, lambuzaríamos as mãos, escorregaríamos na chuva... Mas se estamos aqui, hoje, é justamente por termos passados por esses inevitáveis acidentes.

Estranho é que a gente cresce, vive num mundo tão pequeno e vai se cercando ainda mais, e por achar que está aprendendo, desaprende.&nbsp;

Só é bom crescer e envelhecer quando se mantém.&nbsp;

Pessoas interessantes mesmo são como presentes embrulhados em mil papéis, uma caixa dentro da outra, mas que no centro, a surpresa está intacta, e a sensação de encontrá-la é que lhe dará o real valor.&nbsp;

Quando a gente vai crescendo tudo parece encurtar, até que&nbsp;
fim.
N.",,http://4.bp.blogspot.com/-o5xk5yj0YGI/T3Zb8TEex_I/AAAAAAAAAGQ/O2f_eFtEkWs/s1600/PQAAAIxVn1qiZhRcI_0n45CS4fBWIDzWS9OIPYX0DGqyKl0kGxTD9gUYHEYZ2vT85JSoBnoNEWilhMaXeV2y42G_VqAAm1T1UFvnAf0dZZ27Eenk8Y1z9hIA5Akz.jpg,2,0.5229657,,Noemi,11,15,,"2,17015965645686E+018",0.011142061281337049,Crescendo e... desaprendendo!,"8,23569165293684E+018",359,1,0.6779999999999999
1755476371,2,1,,"1,62809324177096E+018",0,"


Nathalye Araújo, mais conhecida por Nath, é escritora da famosa websérie PQOGSPN?! da qual eu já apresentei no blog (clique aqui para conhecer). Ela mora em São Paulo e é formada em Publicidade e Propaganda. Além do seu talento na escrita, stalkeando ela um pouquinho, eu descobri que Nath também é desenhista! Olha só:  









Ilustrações muito das lindas, concorda? E atualmente Nath fez uma parceria com a Colab55 - esse site incentiva a compra de produtos exclusivos utilizando as ilustras de artistas independentes. Já imaginou que delícia poder escolher a ilustração e o produto? Não é todo dia que temos esse privilégio quando vamos comprar algo, nééé?! Tem camisa, caderninho, quadro, bolsa, almofada, capa de celular e por aí vai... Confira o trabalho dela na Colab55!

Curtiu a indicação? Acompanhe-a nas redes sociais: Facebook, Instagram e Twitter. Xêros!
",,http://2.bp.blogspot.com/-I64jwalItag/Vzi-8mQRSJI/AAAAAAAAEao/O1JlSp-4hmYElsyCcbvyW6xzAlShQ3xYwCLcB/s1600/12816864_233908210292809_309806411_n.jpg,2,0.42392448,"Artista,Fotografia,Ilustração,Imagem,Indicação",Thayna Pereira,0,6,,"1,2743377277761E+017",0.0410958904109589,As ilustrações maravilhosas da Nath Araújo,g116458603029461524789,146,1,0.6743
